10.1016/j.rbe.2018.12.003,BMNH,2019-01-08
10.1016/j.revpalbo.2018.09.007,natural history museum london,2018-09-25
10.1016/j.revpalbo.2019.01.002,NHMUK,2019-01-15
10.1016/j.rsma.2018.100454,NHMUK,2018-12-08
10.1016/j.rsma.2018.100454,natural history museum london,2018-12-08
10.1016/j.sajb.2018.11.016,natural history museum london,2019-01-12
10.1016/j.sajb.2018.11.016,natural history museum london,2018-12-08
10.1016/j.ympev.2018.06.001,BMNH,2018-06-12
10.1016/j.ympev.2018.08.013,natural history museum london,2018-09-01
10.1016/j.ympev.2018.09.018,natural history museum london,2018-10-02
10.1016/j.ympev.2018.09.018,NHMUK,2018-10-02
10.1016/j.ympev.2018.09.020,natural history museum london,2018-10-02
10.1016/j.ympev.2018.10.016,BMNH,2018-10-16
10.1016/j.ympev.2018.10.016,NHMUK,2018-10-16
10.1016/j.ympev.2018.11.012,natural history museum london,2018-12-01
10.1017/jpa.2017.150,BMNH,2018-05-01
10.1017/jpa.2017.153,NHMUK,2018-05-29
10.1017/jpa.2018.10,BMNH,2018-05-12
10.1017/jpa.2018.32,natural history museum london,2018-10-02
10.1017/jpa.2018.32,NHMUK,2018-10-02
10.1017/jpa.2018.45,NHMUK,2018-10-06
10.1017/jpa.2018.47,NHMUK,2018-09-22
10.1017/jpa.2018.47,natural history museum london,2018-09-22
10.1017/jpa.2018.66,NHMUK,2018-09-25
10.1017/jpa.2018.66,natural history museum london,2018-09-25
10.1017/jpa.2018.75,natural history museum london,2019-01-01
10.1017/jpa.2018.78,NHMUK,2019-01-01
10.1017/jpa.2018.79,NHMUK,2019-02-12
10.1017/jpa.2018.79,natural history museum london,2019-02-12
10.1017/jpa.2018.80,NHMUK,2019-02-12
10.1017/jpa.2018.80,natural history museum london,2019-02-12
10.1017/jpa.2018.90,natural history museum london,2019-01-01
10.1017/jpa.2018.90,NHMUK,2019-01-01
10.1017/s0007485318001037,natural history museum london,2019-02-12
10.1017/s0016756818000523,NHMUK,2018-07-28
10.1017/s0016756818000729,NHMUK,2018-12-01
10.1017/s0016756818000808,natural history museum london,2019-01-01
10.1017/s0022149x18001098,natural history museum london,2018-12-11
10.1017/s0022149x18001098,NHMUK,2018-12-11
10.1017/s0024282918000452,natural history museum london,2018-12-11
10.1017/s0025315418000267,NHMUK,2018-04-28
10.1017/s0025315418000784,BMNH,2018-10-13
10.1017/s0025315418000784,natural history museum london,2018-10-13
10.1017/s0030605318000443,natural history museum london,2018-11-24
10.1017/s0030605318000443,NHMUK,2018-11-24
10.1017/s0031182018001427,natural history museum london,2018-09-01
10.1017/s175569101800018x,natural history museum london,2018-08-07
10.1017/s1755691018000403,natural history museum london,2018-11-10
10.1017/s1755691018000403,NHMUK,2018-11-10
10.1017/s1755691018000440,NHMUK,2019-02-05
10.1017/s1755691018000440,natural history museum london,2019-02-05
10.1017/s1755691018000452,NHMUK,2019-02-05
10.1017/s1755691018000452,natural history museum london,2019-02-05
10.1017/s1755691018000476,NHMUK,2019-02-05
10.1017/s1755691018000476,natural history museum london,2019-02-05
10.1017/s1755691018000579,NHMUK,2019-01-22
10.1017/s1755691018000725,NHMUK,2018-12-01
10.1017/s1755691018000749,natural history museum london,2018-10-20
10.1017/s1755691018000774,BMNH,2019-01-01
10.1017/s1755691018000804,natural history museum london,2018-12-11
10.1017/s1755691018000804,NHMUK,2018-12-11
10.1017/s1755691018000877,NHMUK,2018-12-11
10.1029/2018je005796,natural history museum london,2019-01-22
10.1038/s41378-018-0040-3,natural history museum london,2019-01-19
10.1038/s41467-018-07044-w,natural history museum london,2018-11-06
10.1038/s41559-018-0624-1,NHMUK,2018-08-04
10.1038/s41559-018-0624-1,natural history museum london,2018-08-04
10.1038/s41559-018-0627-y,BMNH,2018-08-16
10.1038/s41559-018-0656-6,NHMUK,2018-09-08
10.1038/s41559-018-0753-6,natural history museum london,2019-01-26
10.1038/s41559-018-0776-z,natural history museum london,2019-01-26
10.1038/s41586-018-0521-4,NHMUK,2018-09-20
10.1038/s41586-018-0521-4,natural history museum london,2018-09-20
10.1038/s41598-018-25225-x,NHMUK,2018-05-05
10.1038/s41598-018-29451-1,NHMUK,2018-07-28
10.1038/s41598-018-30186-2,NHMUK,2018-08-18
10.1038/s41598-018-30186-2,natural history museum london,2018-08-18
10.1038/s41598-018-35827-0,NHMUK,2018-12-18
10.1038/s41598-018-35827-0,natural history museum london,2018-12-18
10.1038/s41598-018-37343-7,NHMUK,2019-02-09
10.1038/s41598-018-37343-7,natural history museum london,2019-02-09
10.1038/s41598-018-37812-z,natural history museum london,2019-02-09
10.1039/c8ja00162f,natural history museum london,2018-09-29
10.1039/c8ra06794e,natural history museum london,2018-11-20
10.1051/parasite/2018059,natural history museum london,2018-12-13
10.1051/parasite/2018059,NHMUK,2018-12-13
10.1063/1.5061844,NHMUK,2018-10-16
10.1071/is17033,NHMUK,2018-08-21
10.1071/is17080,NHMUK,2018-08-25
10.1071/is17081,NHMUK,2018-10-09
10.1071/is17081,natural history museum london,2018-10-09
10.1071/is17087,BMNH,2018-08-21
10.1071/is18015,NHMUK,2018-10-20
10.1071/is18015,natural history museum london,2018-10-20
10.1071/is18022,natural history museum london,2018-08-21
10.1080/00275514.2018.1538279,BMNH,2019-01-29
10.1080/09397140.2014.944428,BMNH,2018-07-14
10.1080/09670262.2018.1502816,natural history museum london,2018-11-24
10.1080/14772000.2018.1478910,BMNH,2018-09-15
10.1080/14772000.2018.1478910,natural history museum london,2018-09-15
10.1093/ae/tmy057,natural history museum london,2018-12-15
10.1093/aesa/say046,natural history museum london,2018-12-04
10.1093/aesa/say064,natural history museum london,2018-12-04
10.1093/aob/mcy212,natural history museum london,2019-01-15
10.1093/biolinnean/bly122,NHMUK,2018-09-08
10.1093/biolinnean/bly174,NHMUK,2018-11-27
10.1093/biolinnean/bly174,natural history museum london,2018-11-27
10.1093/biolinnean/bly183,natural history museum london,2019-01-15
10.1093/biolinnean/bly188,natural history museum london,2018-12-29
10.1093/biolinnean/bly190,natural history museum london,2018-12-11
10.1093/biolinnean/bly215,natural history museum london,2019-02-17
10.1093/dnares/dsy034,natural history museum london,2018-10-27
10.1093/ee/nvy111,BMNH,2018-08-04
10.1093/ee/nvy111,natural history museum london,2018-08-04
10.1093/isd/ixy011,BMNH,2018-09-15
10.1093/isd/ixy011,natural history museum london,2018-09-15
10.1093/jcbiol/ruy073,BMNH,2018-11-01
10.1093/jcbiol/ruy073,natural history museum london,2018-11-01
10.1093/jee/toy349,natural history museum london,2018-11-08
10.1093/jmammal/gyy117,natural history museum london,2018-11-03
10.1093/jmammal/gyy165,natural history museum london,2019-01-15
10.1093/jmammal/gyy165,BMNH,2019-01-15
10.1093/jmammal/gyy167,BMNH,2019-01-08
10.1093/jmammal/gyy167,natural history museum london,2019-01-08
10.1093/jmammal/gyz003,NHML,2019-01-29
10.1093/jmammal/gyz009,BMNH,2019-02-09
10.1093/jme/tjy154,natural history museum london,2018-09-04
10.1093/jme/tjy203,natural history museum london,2018-11-17
10.1093/mollus/eyy012,NHMUK,2018-05-05
10.1093/mollus/eyy019,NHMUK,2018-05-26
10.1093/mollus/eyy028,natural history museum london,2018-07-17
10.1093/mollus/eyy028,NHMUK,2018-07-17
10.1093/mollus/eyy062,natural history museum london,2018-12-25
10.1093/mollus/eyy064,natural history museum london,2019-02-01
10.1093/zoolinnean/zly005,BMNH,2018-05-29
10.1093/zoolinnean/zly008,NHMUK,2018-05-01
10.1093/zoolinnean/zly025,BMNH,2018-08-25
10.1093/zoolinnean/zly034,natural history museum london,2018-10-16
10.1093/zoolinnean/zly034,BMNH,2018-10-16
10.1093/zoolinnean/zly036,NHMUK,2018-08-07
10.1093/zoolinnean/zly037,BMNH,2018-07-07
10.1093/zoolinnean/zly049,BMNH,2018-09-15
10.1093/zoolinnean/zly050,NHMUK,2018-08-25
10.1093/zoolinnean/zly052,NHML,2018-09-13
10.1093/zoolinnean/zly061,natural history museum london,2018-12-11
10.1093/zoolinnean/zly061,NHMUK,2018-12-11
10.1093/zoolinnean/zly063,NHMUK,2018-11-17
10.1093/zoolinnean/zly063,natural history museum london,2018-11-17
10.1093/zoolinnean/zly065,BMNH,2018-11-08
10.1093/zoolinnean/zly065,natural history museum london,2018-11-08
10.1093/zoolinnean/zly068,NHMUK,2019-01-29
10.1093/zoolinnean/zly068,natural history museum london,2019-01-29
10.1093/zoolinnean/zly072,natural history museum london,2018-12-04
10.1093/zoolinnean/zly072,BMNH,2018-12-04
10.1093/zoolinnean/zly078,BMNH,2019-01-29
10.1093/zoolinnean/zly078,natural history museum london,2019-01-29
10.1093/zoolinnean/zly086,BMNH,2019-01-26
10.1093/zoolinnean/zly087,NHMUK,2019-01-29
10.1093/zoolinnean/zly088,natural history museum london,2019-01-26
10.1093/zoolinnean/zly088,BMNH,2019-01-26
10.1093/zoolinnean/zly090,natural history museum london,2019-01-26
10.1093/zoolinnean/zly096,natural history museum london,2019-02-12
10.1098/rsbl.2017.0696,BMNH,2018-06-19
10.1098/rsbl.2018.0199,NHMUK,2018-06-19
10.1098/rsbl.2018.0464,natural history museum london,2018-11-13
10.1098/rsos.180325,NHMUK,2018-12-18
10.1098/rsos.180325,natural history museum london,2018-12-18
10.1098/rsos.180983,BMNH,2018-10-30
10.1098/rsos.180993,NHMUK,2018-08-14
10.1098/rsos.181295,NHMUK,2018-10-02
10.1098/rspb.2018.0792,10.5519/,2018-06-23
10.1098/rspb.2018.1473,natural history museum london,2018-09-25
10.1098/rspb.2018.1600,natural history museum london,2018-10-16
10.1098/rspb.2018.2004,NHMUK,2018-11-20
10.1098/rstb.2017.0391,natural history museum london,2018-11-24
10.1109/escience.2018.00028,NHMUK,2018-09-25
10.1111/1748-5967.12324,BMNH,2018-11-20
10.1111/aen.12347,natural history museum london,2018-07-24
10.1111/aen.12366,natural history museum london,2018-10-20
10.1111/aen.12380,natural history museum london,2018-12-25
10.1111/bor.12360,natural history museum london,2018-11-24
10.1111/cla.12341,NHMUK,2018-07-07
10.1111/cla.12355,natural history museum london,2018-09-29
10.1111/cla.12372,BMNH,2019-01-26
10.1111/cura.12279,natural history museum london,2018-12-11
10.1111/ele.13222,natural history museum london,2019-02-17
10.1111/ele.13228,natural history museum london,2019-02-12
10.1111/ens.12316,natural history museum london,2018-06-23
10.1111/ens.12316,BMNH,2018-06-23
10.1111/eva.12733,natural history museum london,2018-11-13
10.1111/gto.12252,natural history museum london,2018-11-27
10.1111/jbi.13489,natural history museum london,2018-12-22
10.1111/jbi.13502,natural history museum london,2019-01-22
10.1111/jeu.12668,NHMUK,2018-07-24
10.1111/jeu.12668,natural history museum london,2018-07-24
10.1111/jeu.12698,NHMUK,2018-11-01
10.1111/jeu.12714,NHMUK,2019-01-22
10.1111/jfb.13900,natural history museum london,2019-01-29
10.1111/joa.12918,natural history museum london,2018-12-08
10.1111/jpy.12764,natural history museum london,2018-07-12
10.1111/jzs.12226,BMNH,2018-11-03
10.1111/jzs.12226,natural history museum london,2018-11-03
10.1111/jzs.12228,BMNH,2018-05-19
10.1111/jzs.12262,natural history museum london,2019-02-09
10.1111/jzs.12262,BMNH,2019-02-09
10.1111/maec.12533,natural history museum london,2019-02-09
10.1111/mec.14862,natural history museum london,2018-09-11
10.1111/mec.14889,natural history museum london,2018-10-09
10.1111/mve.12302,BMNH,2018-04-19
10.1111/njb.02047,natural history museum london,2018-12-22
10.1111/pala.12379,NHMUK,2018-07-10
10.1111/pala.12384,NHMUK,2018-07-21
10.1111/pala.12390,NHMUK,2018-08-25
10.1111/pala.12390,natural history museum london,2018-08-25
10.1111/pala.12401,natural history museum london,2018-10-13
10.1111/syen.12295,BMNH,2018-06-09
10.1111/syen.12301,NHMUK,2018-06-05
10.1111/syen.12302,BMNH,2018-04-26
10.1111/syen.12302,10.5519/,2018-04-26
10.1111/syen.12313,BMNH,2018-07-17
10.1111/syen.12314,natural history museum london,2018-07-17
10.1111/syen.12314,NHML,2018-07-17
10.1111/syen.12321,BMNH,2019-01-08
